filename,Max_Metal_Charge
DB6-cuf_9209_repeat,0.869189
DB0-m3_o48_o158_f0_fsc,1.033546
DB0-m3_o16_o1520_f0_fsc,1.087248
DB0-m3_o2_o24_f0_nbo,1.330609
DB0-m3_o16_o51_f0_fsc,1.03254
DB0-m2_o1_o8_f0_pcu,0.917418
DB0-m3_o21_o23_f0_pcu,1.058092
DB0-m29_o83_o52_f0_pts,1.451996
DB0-m29_o91_o1510_f0_pts,1.48504
DB6-cuf_5693_repeat,0.918991
DB0-m9_o18_o27_f0_sra,1.275971
DB0-m2_o14_o25_f0_pcu,0.787833
DB0-m2_o2_o26_f0_pcu,0.915355
DB0-m2_o9_o11_f0_pcu,0.879714
DB1-Zn2O8-AZO_A-DPAC_A_No148_repeat,1.231549
DB0-m3_o17_o29_f0_nbo,1.343861
DB0-m3_o13_o78_f0_fsc,1.033074
DB0-m3_o113_o23_f0_fsc,1.103982
DB0-m2_o17_o22_f0_pcu,0.963859
DB0-m2_o1_o21_f0_pcu,0.793124
DB0-m29_o90_o500_f0_pts,1.466344
DB0-m3_o108_o152_f0_fsc_repeat,1.077623
DB5-hypotheticalMOF_12932_0_0_0_14_2_11_repeat,1.288242
DB0-m3_o16_o44_f0_fsc,1.070767
DB0-m3_o25_o83_f0_fsc,1.103502
DB0-m9_o17_o20_f0_sra,1.355591
DB0-m3_o6_o27_f0_pcu,1.067259
DB0-m3_o11_o27_f0_nbo,1.31567
DB0-m29_o89_o52_f0_pts,1.511461
DB0-m29_o91_o85_f0_pts,1.418272
DB0-m29_o99_o150_f0_pts,1.352901
DB0-m3_o14_o20_f0_nbo,1.302578
DB0-m3_o5_o6_f0_nbo,1.282851
DB0-m29_o85_o47_f0_pts,1.47274
DB0-m3_o153_o19_f0_fsc,1.104044
DB0-m2_o6_o21_f0_pcu,0.945388
DB0-m2_o2_o28_f0_pcu,0.898034
DB0-m9_o11_o20_f0_sra,1.477165
DB0-m3_o96_o21_f0_fsc,1.132849
DB0-m2_o26_mdf_repeat,1.003901
DB0-m3_o11_o29_f0_nbo,1.340159
DB13-hxg-Syn020872_repeat,1.476174
DB0-m2_o12_o25_f0_pcu,0.956354
DB0-m9_o13_o27_f0_sra,1.317943
DB0-m2_o6_o7_f0_pcu,0.954838
DB5-hypotheticalMOF_5035750_1_0_1_18_9_6_repeat,1.133917
DB0-m3_o10_o151_f0_pcu_repeat,1.077633
DB0-m2_o7_o21_f0_pcu,0.945605
DB0-m3_o420_o23_f0_fsc,1.137679
DB5-hypotheticalMOF_7986_1_1_0_0_17_7_repeat,1.320868
DB0-m3_o115_o23_f0_fsc,1.095401
DB1-Cu2N8-ADC_B-DPAC_B_No1369_repeat,0.885387
DB0-m3_o7_o14_f0_nbo,1.333625
DB0-m2_o24_o28_f0_nbo,1.04152
DB0-m2_o9_o22_f0_nbo,0.974803
DB0-m9_o20_o22_f0_sra,1.487856
DB6-cuf_10488_repeat,0.853304
DB0-m29_o85_o102_f0_pts,1.451857
DB0-m29_o90_o111_f0_pts,1.50875
DB0-m3_o520_o1_f0_fsc,0.990331
DB0-m18_o27_o44_f0_fsc_repeat,1.141166
DB5-hypotheticalMOF_32223_1_0_2_11_21_0_repeat,0.90626
DB0-m2_o6_crb_repeat,1.034333
DB0-m2_o9_o20_f0_nbo,0.997036
DB0-m3_o8_o8_f0_pcu,1.025803
DB0-m3_o22_o22_f0_nbo,1.311187
DB1-Cu2O8-AZO_A-fum_A_No90_repeat,1.10049
DB0-m29_o80_o153_f0_pts,1.4835
DB0-m3_o24_o153_f0_fsc,1.064822
DB0-m3_o109_o159_f0_fsc,1.006925
DB0-m2_o19_o23_f0_nbo,1.151932
DB0-m3_o13_o20_f0_pcu,1.018853
DB12-UKUPIB_clean_repeat,1.410737
DB0-m3_o153_o159_f0_fsc,1.048959
DB1-Zn2O8N2-AZO_A-irmof14_A_No29_repeat,1.003515
DB5-hypotheticalMOF_1000761_0_0_3_4_9_0_repeat,1.602503
DB0-m3_o51_o21_f0_fsc,1.113156
DB0-m29_o89_o1510_f0_pts,1.50959
DB0-m2_o23_o25_f0_nbo,1.018371
DB0-m2_o11_o22_f0_nbo,0.987824
DB0-m2_o3_o20_f0_nbo,0.988679
DB0-m3_o34_o34_f0_pts,1.298834
DB0-m3_o1480_o4_f0_fsc,1.049386
DB0-m29_o83_o1470_f0_pts,1.441298
DB0-m2_o15_o23_f0_nbo,0.981635
DB0-m3_o48_o159_f0_fsc,1.057833
DB5-hypotheticalMOF_23864_0_0_1_6_7_0_repeat,1.040879
DB0-m9_o6_o23_f0_sra,1.408447
DB12-OFEHAK_clean_repeat,1.088715
DB0-m2_o7_o9_f0_pcu,0.856778
DB5-hypotheticalMOF_6003130_0_0_3_3_15_7_repeat,1.485476
DB0-m2_o11_o22_f0_nbo,0.994499
DB0-m3_o99_o22_f0_fsc,0.940488
DB0-m2_o2_o10_f0_pcu,0.898184
DB0-m3_o13_o26_f0_pcu,1.015641
DB5-hypotheticalMOF_5046761_0_0_1_19_21_8_repeat,1.298674
DB13-nbo-Syn024350_repeat,1.010889
DB12-KUJMEJ_clean_repeat,1.134147
DB12-INARUM_clean_repeat,1.095587
DB6-cuf_8041_repeat,1.000897
DB0-m3_o21_o27_f0_pcu,1.102082
DB5-hypotheticalMOF_5007598_2_1_0_15_11_4_repeat,1.34104
DB5-hypotheticalMOF_5017396_0_0_0_19_4_7_repeat,1.301337
DB7-ddmof_5379_repeat,1.282372
DB0-m3_o10_o21_f0_pcu,1.03216
DB0-m2_o7_o7_f0_pcu,0.870016
DB0-m3_o152_o159_f0_fsc,1.048065
DB0-m2_o29_o29_f0_pcu,1.001743
DB5-hypotheticalMOF_25789_0_0_1_16_7_7_repeat,1.018066
DB0-m3_o115_o23_f0_fsc,1.094798
DB0-m3_o15_o26_f0_pcu,0.997194
DB0-m3_o16_o21_f0_pcu,1.061292
DB0-m29_o80_o148_f0_pts,1.450746
DB13-nbo-Syn023179_repeat,1.040222
DB5-hypotheticalMOF_11925_0_0_0_5_25_14_repeat,1.352699
DB7-ddmof_23450_repeat,1.188697
DB0-m3_o1530_o23_f0_fsc,1.068398
DB12-AJOVEB_freeONLY_repeat,1.521418
DB0-m2_o6_o27_f0_nbo,1.018057
DB5-hypotheticalMOF_5017800_0_0_0_19_0_2_repeat,1.299381
DB0-m3_o4_o4_f0_nbo,1.303862
DB0-m3_o13_o28_f0_pcu,1.051588
DB0-m3_o24_o50_f0_fsc,1.077654
DB0-m2_o15_o25_f0_nbo,0.973346
DB0-m3_o25_o29_f0_pcu,1.127392
DB0-m3_o1_o146_f0_fsc,0.988408
DB5-hypotheticalMOF_19155_2_0_1_24_26_7_repeat,1.22205
DB0-m3_o16_o29_f0_pcu,1.066499
DB0-m3_o25_o52_f0_fsc,1.098928
DB0-m3_o12_o20_f0_pcu,1.038829
DB13-nbo-Syn031134_repeat,1.032734
DB12-NARNIG_clean_repeat,1.9117
DB0-m2_o21_o23_f0_pcu,0.963904
DB6-pMOF_455_repeat,0.971032
DB0-m3_o32_o32_pto,1.295081
DB0-m2_o9_o11_f0_nbo,0.974013
DB1-Zn2O8-pcn6_B-TDPAT_No160_repeat,1.290776
DB13-hxg-Syn039579_repeat,1.510451
DB0-m29_o97_o45_f0_pts,1.441246
DB0-m9_o4_o5_f0_sra,1.426149
DB0-m29_o80_o500_f0_pts,1.461466
DB0-m29_o89_o1500_f0_pts,1.491559
DB0-m3_o96_o14_f0_fsc,1.057903
DB1-Cu2N8-ADC_B-BDC_B_No127_repeat,0.805373
DB15-cds_N87_E81_opt_repeat,0.998622
DB1-Cu2N8-AZO_B-BDC_B_No543_repeat,0.685776
DB0-m3_o14_o20_f0_pcu,1.045607
DB0-m3_o540_o21_f0_fsc,1.065391
DB0-m29_o93_o1470_f0_pts,1.474453
DB5-hypotheticalMOF_5035250_0_0_1_12_13_2_repeat,1.041039
DB0-m3_o96_o156_f0_fsc,1.080953
DB0-m29_o96_o540_f0_pts,1.35246
DB5-hypotheticalMOF_35997_0_0_2_14_13_5_repeat,0.988161
DB12-VEGXOW_freeONLY_repeat,1.413012
DB0-m2_o21_o26_f0_pcu,0.96384
DB0-m2_o3_o11_f0_nbo,1.003962
DB0-m29_o90_o1500_f0_pts,1.462184
DB0-m3_o1520_o14_f0_fsc,1.023616
DB0-m2_o27_o28_f0_pcu,0.911945
DB7-ddmof_7246_repeat,1.274289
DB12-LAWGEW_freeONLY_repeat,1.347959
DB0-m2_o14_umg_repeat,1.094598
DB1-Cu2N8-fum_B-irmof8_B_No6_repeat,0.741841
DB0-m2_o2_o5_f0_nbo,0.970593
DB0-m3_o13_o17_f0_pcu,1.030952
DB0-m2_o2_o11_f0_nbo,0.976422
DB0-m3_o2_o5_f0_pcu,1.005361
DB0-m3_o4_o17_f0_nbo,1.310547
DB0-m3_o22_o24_f0_nbo,1.329424
DB5-hypotheticalMOF_14989_2_1_0_16_13_0_repeat,1.316305
DB0-m29_o84_o1500_f0_pts,1.476088
DB0-m3_o25_o47_f0_fsc,1.108596
DB0-m2_o21_o28_f0_pcu,0.945184
DB4-NU-TPPT-fcu_repeat,2.83073
DB5-hypotheticalMOF_6709_0_0_0_11_9_6_repeat,1.301116
DB1-Cu2O8-ADC_A-AZO_A_No1379_repeat,1.223638
DB0-m2_o4_o11_f0_nbo,0.989894
DB0-m3_o1_o8_f0_pcu,1.066004
DB0-m2_o19_o25_f0_nbo,1.890736
DB0-m2_o23_o25_f0_nbo,1.020278
DB6-cuf_2012_repeat,0.980638
DB0-m29_o90_o1510_f0_pts,1.482102
DB0-m2_o7_o16_f0_pcu,0.851113
DB0-m3_o13_o46_f0_fsc,1.005473
DB0-m3_o105_o155_f0_fsc,0.981595
DB0-m29_o89_o100_f0_pts,1.421303
DB0-m3_o13_o19_f0_pcu,1.12812
DB0-m2_o16_o24_f0_pcu,0.962011
DB0-m3_o156_o47_f0_fsc,1.052121
DB1-Cu2O8N2-irmof10_A-irmof8_A_No122_repeat,1.108066
DB0-m29_o90_o78_f0_pts,1.372267
DB0-m2_o5_o11_f0_nbo,1.004975
DB0-m2_o3_o15_f0_pcu,0.898446
DB0-m2_o8_o22_f0_pcu,1.044167
DB5-hypotheticalMOF_5019414_0_0_0_19_3_3_repeat,1.821831
DB0-m3_o160_o52_f0_fsc,0.994312
DB0-m29_o91_o85_f0_pts,1.441125
DB0-m3_o23_o26_f0_pcu,1.096201
DB1-Cu2N8-DPAC_B-irmof20_B_No141_repeat,0.752607
DB0-m3_o146_o156_f0_fsc,1.000604
DB0-m3_o109_o23_f0_fsc,1.114367
DB0-m2_o20_o22_f0_nbo,1.138841
DB0-m29_o80_o42_f0_pts,1.445978
DB5-hypotheticalMOF_6002627_2_1_3_20_12_0_repeat,1.344328
DB5-hypotheticalMOF_21352_1_1_1_11_9_1_repeat,1.053742
DB6-cuf_5444_repeat,0.985858
DB0-m3_o28_o77_f0_fsc_repeat,1.106139
DB0-m2_o1_o12_f0_pcu,0.89831
DB7-ddmof_21310_repeat,1.226359
DB0-m29_o89_o148_f0_pts,1.497237
DB0-m29_o83_o1510_f0_pts,1.502154
DB0-m9_o18_o23_f0_sra,1.580994
DB0-m29_o80_o51_f0_pts,1.466454
DB0-m3_o25_o420_f0_fsc,1.100884
DB0-m3_o3_o13_f0_pcu,1.030225
DB0-m2_o18_o21_f0_pcu,0.947709
DB0-m29_o83_o500_f0_pts,1.454806
DB0-m2_o2_o78_f0_fsc_repeat,0.978803
DB0-m3_o1500_o4_f0_fsc,1.000569
DB0-m2_o17_o24_f0_nbo,0.986889
DB0-m3_o1500_o20_f0_fsc,1.080423
DB0-m2_o6_o25_f0_nbo,1.019499
DB0-m9_o17_o24_f0_sra,1.539084
DB6-pMOF_66_repeat,0.895771
DB0-m3_o6_o23_f0_pcu,1.095057
DB5-hypotheticalMOF_29410_2_1_2_25_25_1_repeat,1.027496
DB0-m3_o11_o23_f0_nbo,1.296332
DB1-Cu2O8-ADC_A-AZO_A_No554_repeat,1.103674
DB0-m29_o83_o43_f0_pts,1.39375
DB6-cuf_8963_repeat,0.891574
DB0-m2_o3_o4_f0_nbo,1.000679
DB0-m2_o24_bbh_repeat,1.017881
DB0-m3_o150_o14_f0_fsc,1.059462
DB0-m2_o14_o15_f0_nbo,0.958383
DB0-m2_o17_o26_f0_pcu,0.803013
DB0-m2_o14_o21_f0_pcu,0.952505
DB0-m29_o99_o111_f0_pts,1.396316
DB0-m23_o20_o29_f0_pcu_repeat,1.424107
DB0-m29_o97_o90_f0_pts,1.479562
DB0-m3_o153_o13_f0_fsc,1.050097
DB0-m29_o84_o110_f0_pts,1.426699
DB0-m2_o11_o26_f0_pcu,1.032875
DB0-m2_o7_o25_f0_pcu,0.887318
DB0-m3_o160_o47_f0_fsc,1.083236
DB1-Cu2O8-AZO_A-irmof20_A_No434_repeat,1.108934
DB0-m2_o12_o21_f0_pcu,1.016901
DB0-m3_o17_o23_f0_nbo,1.361894
DB12-KECRAL10_clean_repeat,1.185962
DB0-m9_o11_o24_f0_sra,1.589296
DB0-m3_o440_o25_f0_fsc,1.087006
DB0-m3_o13_o47_f0_fsc,1.052114
DB0-m2_o17_o28_f0_pcu,0.895668
DB1-MIL53Cr-ADC_B-DPAC_B_No961_repeat,1.784853
DB0-m3_o3_o24_f0_pcu,1.085095
DB0-m3_o14_o24_f0_nbo,1.303035
DB0-m9_o17_o22_f0_sra,1.518959
DB1-Zn2O8-AZO_A-irmof8_A_No139_repeat,1.212846
DB13-lvt-Syn023615_repeat,1.084413
DB1-Cu2N8-ADC_B-DPAC_B_No832_repeat,0.88698
DB0-m3_o6_o25_f0_pcu,1.097579
DB0-m3_o19_o1500_f0_fsc,1.098071
DB1-Cu2N8-irmof16_B-irmof6_B_No266_repeat,0.886662
DB0-m2_o1_o23_f0_pcu,0.884997
DB0-m3_o112_o21_f0_fsc,1.110562
DB0-m3_o11_o25_f0_nbo,1.313102
DB0-m2_o6_ssb_repeat,1.119383
DB0-m2_o8_o13_f0_pcu,0.859693
DB0-m2_o3_o24_f0_pcu,0.90837
DB1-Zn2O8N2-DPAC_A-fum_A_No27_repeat,0.965422
DB0-m3_o24_o81_f0_fsc,1.038782
DB0-m3_o42_o4_f0_fsc,1.060059
DB0-m3_o1490_o159_f0_fsc,1.067123
DB0-m2_o44_o148_f0_fsc_repeat,0.978616
DB1-Zn2O8-AZO_A-irmof20_A_No509_repeat,1.213925
DB0-m3_o160_o430_f0_fsc,1.051052
DB0-m3_o15_o22_f0_nbo,1.278859
DB0-m3_o88_o23_f0_fsc,1.112667
DB0-m3_o25_o58_tfo_repeat,1.330754
DB0-m3_o25_o146_f0_fsc,1.057193
DB0-m3_o17_o25_f0_nbo,1.366274
DB0-m3_o114_o21_f0_fsc,1.096233
DB0-m9_o11_o22_f0_sra,1.516112
DB0-m29_o81_o147_f0_pts,1.420997
DB1-Cu2O8N2-AZO_A-irmof20_A_No87_repeat,1.0705
DB0-m29_o93_o111_f0_pts,1.381137
DB5-hypotheticalMOF_5050967_0_0_1_27_9_5_repeat,1.083699
DB0-m2_o11_o19_f0_pcu,0.938804
DB0-m2_o8_o24_f0_pcu,0.833419
DB0-m3_o151_o159_f0_fsc,1.064092
DB0-m3_o6_o12_f0_pcu,1.101939
DB0-m2_o16_qdl_repeat,1.09324
DB0-m3_o25_o26_f0_pcu,1.05545
DB0-m2_o2_o13_f0_pcu,0.916769
DB0-m2_o20_o24_f0_nbo,1.005164
DB0-m3_o153_o22_f0_fsc,0.991744
DB0-m3_o6_o12_f0_pcu,1.103046
DB0-m3_o23_o28_f0_pcu,1.10254
DB5-hypotheticalMOF_5039995_3_3_1_15_15_0_repeat,0.853626
DB0-m2_o1_o14_f0_pcu,0.795794
DB0-m29_o90_o83_f0_pts,1.461771
DB0-m2_o23_o23_f0_nbo,1.015819
DB0-m2_o17_o17_f0_pcu,0.856037
DB0-m3_o25_o28_f0_pcu,1.093617
DB0-m2_o5_o24_f0_nbo,1.02472
DB0-m2_o13_o13_f0_pcu,0.832668
DB0-m2_o7_o14_f0_pcu,0.891793
DB5-hypotheticalMOF_6003096_1_0_3_3_18_0_repeat,1.504415
DB0-m2_o11_o17_f0_pcu,0.962372
DB0-m2_o13_o29_f0_pcu_repeat,0.965825
DB5-hypotheticalMOF_5029230_1_0_0_28_8_1_repeat,1.293728
DB0-m3_o3_o15_f0_pcu,1.050635
DB0-m9_o19_o25_f0_sra,1.368056
DB0-m2_o17_o19_f0_pcu,0.86567
DB0-m3_o14_o15_f0_nbo,1.286291
DB0-m3_o1_o7_f0_nbo,1.298577
DB0-m3_o18_o150_f0_fsc,1.059353
DB0-m3_o530_o159_f0_fsc,1.053145
DB0-m3_o23_o26_f0_pcu,1.094784
DB0-m2_o8_o17_f0_pcu,0.952256
DB0-m2_o7_o29_f0_pcu,0.920502
DB0-m2_o11_o139_f0_fsc_repeat,1.075127
DB13-lvt-Syn024668_repeat,1.055405
DB0-m3_o156_o1510_f0_fsc,1.058233
DB0-m29_o80_o46_f0_pts,1.476693
DB5-hypotheticalMOF_5051582_1_1_1_27_21_8_repeat,1.031411
DB0-m2_o9_o13_f0_pcu,0.811326
DB1-Zn2O8N2-ADC_A-irmof7_A_No325_repeat,0.85824
DB0-m3_o16_o42_f0_fsc,1.078265
DB0-m3_o6_o21_f0_pcu,1.056205
DB5-hypotheticalMOF_5017667_1_1_0_19_11_1_repeat,1.303773
DB0-m3_o13_o1470_f0_fsc,1.03819
DB0-m2_o14_o23_f0_pcu,0.892752
DB5-hypotheticalMOF_5049199_2_1_1_23_21_2_repeat,0.998142
DB0-m3_o38_o41_f0_fof,1.227083
DB0-m2_o15_o25_f0_nbo,0.970804
DB0-m2_o17_o24_f0_pcu,0.934757
DB0-m2_o1_o27_f0_pcu,0.912059
DB0-m3_o14_o28_f0_nbo,1.329719
DB0-m29_o89_o151_f0_pts,1.394547
DB0-m3_o12_o27_f0_pcu,1.0625
DB0-m3_o160_o45_f0_fsc,1.053826
DB15-cds_N128_E21_opt_repeat,0.686508
DB0-m3_o45_o14_f0_fsc,1.069356
DB0-m2_o11_o24_f0_pcu,1.013478
DB0-m2_o7_o27_f0_pcu,0.914806
DB0-m29_o80_o52_f0_pts,1.418014
DB7-ddmof_5752_repeat,1.329336
DB15-pcu_N139_E189_opt_repeat,1.700694
DB1-Al2O6-DPAC_B-irmof10_B_No86_repeat,1.348801
DB0-m3_o13_o45_f0_fsc,1.163539
DB0-m3_o3_o26_f0_pcu,1.080096
DB0-m29_o81_o143_f0_pts,1.437463
DB1-Al2O6-DPAC_B-irmof10_B_No5_repeat,2.115111
DB0-m3_o58_mfj_repeat,1.344139
DB0-m3_o16_o480_f0_fsc,1.059688
DB0-m29_o91_o87_f0_pts,1.461063
DB0-m3_o9_o28_f0_pcu,1.55951
DB0-m2_o4_o5_f0_nbo,1.022904
DB0-m3_o6_o16_f0_pcu,1.099007
DB0-m2_o8_o20_f0_pcu,0.889723
DB5-hypotheticalMOF_5064091_3_2_2_15_21_0_repeat,0.894316
DB0-m3_o24_o1510_f0_fsc,1.063504
DB0-m3_o480_o158_f0_fsc,1.035858
DB0-m3_o43_o23_f0_fsc,1.111183
DB12-QARCET_clean_repeat,0.925418
DB0-m2_o28_o144_f0_fsc_repeat,1.029729
DB0-m3_o2_o3_f0_nbo,1.323387
DB0-m2_o2_o17_f0_pcu,0.868743
DB0-m29_o99_o108_f0_pts,1.485623
DB0-m3_o480_o15_f0_fsc,1.009217
DB5-hypotheticalMOF_32456_0_0_2_11_24_7_repeat,0.940485
DB1-Cu2O8N2-AZO_A-BDC_A_No234_repeat,0.84399
DB0-m3_o45_o23_f0_fsc,1.106137
DB12-ENITAX_freeONLY_repeat,0.905047
DB0-m2_o25_o27_f0_nbo,1.121449
DB0-m3_o9_o26_f0_pcu,1.198702
DB0-m3_o25_o90_f0_fsc,1.090358
DB13-nbo-Syn013999_repeat,1.064362
DB5-hypotheticalMOF_3498_2_0_0_24_7_0_repeat,1.309677
DB5-hypotheticalMOF_5000100_1_0_0_12_9_14_repeat,1.278674
DB0-m3_o480_o156_f0_fsc,1.04537
DB0-m3_o143_o23_f0_fsc,1.122305
DB1-Al2O6-fum_B-irmof7_B_No200_repeat,2.017571
DB1-Al2O6-ADC_B-fum_B_No153_repeat,0.686567
DB1-Cu2O8N2-ADC_A-AZO_A_No619_repeat,1.028731
DB0-m2_o18_o23_f0_pcu,0.92635
DB0-m29_o90_o420_f0_pts,1.442142
DB1-Zn2O8N2-irmof14_A-irmof7_A_No113_repeat,1.058204
DB0-m9_o17_o17_f0_sra,1.540603
DB13-lvt-Syn010008_repeat,1.013225
DB0-m3_o1_o1510_f0_fsc,0.984747
DB0-m3_o450_o22_f0_fsc,0.982128
DB0-m2_o7_o18_f0_pcu,0.821935
DB1-Cu2O8N2-AZO_A-irmof6_A_No258_repeat,0.98495
DB0-m2_o1_o16_f0_pcu,0.904987
DB1-Zn2O8-irmof10_A-irmof7_A_No390_repeat,1.271799
DB0-m3_o440_o18_f0_fsc,1.04443
DB0-m3_o14_o19_f0_nbo,1.284968
DB0-m3_o153_o20_f0_fsc,1.099469
DB0-m3_o530_o155_f0_fsc,1.049168
DB5-hypotheticalMOF_5041466_1_0_1_8_21_3_repeat,0.986802
DB0-m3_o155_o150_f0_fsc,1.052436
DB0-m9_o11_o19_f0_sra,1.328293
DB0-m2_o2_o11_f0_pcu,1.040447
DB1-MIL47V-AZO_B-pmof1_A_No8_repeat,1.252319
DB0-m2_o7_o16_f0_pcu,0.90385
DB0-m2_o38_o39_f0_fof,0.934521
DB0-m3_o160_o152_f0_fsc,1.044427
DB0-m2_o11_o15_f0_pcu,0.947237
DB5-hypotheticalMOF_5069810_1_0_2_3_25_5_repeat,1.146208
DB0-m2_o6_ukk_repeat,1.117106
DB12-WEBREC_freeONLY_repeat,0.979031
DB0-m9_o17_o19_f0_sra,1.044479
DB0-m2_o12_o12_f0_pcu,0.98293
DB6-cuf_5610_repeat,0.937667
DB0-m9_o11_o17_f0_sra,1.402053
DB5-hypotheticalMOF_5010528_1_0_0_8_16_1_repeat,1.319139
DB0-m2_o23_o23_f0_nbo,1.022584
DB5-hypotheticalMOF_5070691_2_1_2_3_18_7_repeat,0.942636
DB0-m9_o3_o3_f0_sra,1.412884
DB5-hypotheticalMOF_5022428_1_0_0_23_19_5_repeat,1.309697
DB0-m3_o20_o23_f0_pcu,1.085963
DB0-m3_o8_o28_f0_pcu,1.013247
DB0-m3_o14_o17_f0_nbo,1.305708
DB0-m3_o3_o17_f0_pcu,1.084851
DB0-m2_o1_o18_f0_pcu,0.896957
DB0-m3_o430_o22_f0_fsc,1.003769
DB0-m9_o2_o2_f0_sra,1.495982
DB0-m3_o21_o27_f0_pcu,1.263491
DB0-m3_o153_o14_f0_fsc,1.043437
DB7-ddmof_15879_repeat,1.480606
DB0-m2_o8_o11_f0_pcu,0.946833
DB0-m29_o99_o86_f0_pts,1.42305
DB0-m2_o3_o26_f0_pcu,0.885524
DB0-m18_o15_o146_f0_fsc_repeat,1.115272
DB0-m3_o112_o23_f0_fsc,1.090366
DB0-m3_o45_o158_f0_fsc,1.059127
DB1-Cu2O8N2-DPAC_A-irmof10_A_No456_repeat,1.241304
DB0-m2_o1_o21_f0_pcu,1.021312
DB0-m9_o16_o20_f0_sra,1.464183
DB1-Zn2O8-AZO_A-irmof7_A_No249_repeat,1.280285
DB0-m3_o13_o109_f0_fsc,1.038189
DB0-m3_o4_o6_f0_nbo,1.292464
DB0-m2_o58_o24_dme_repeat,1.026897
DB0-m3_o9_o17_f0_pcu,1.061202
DB0-m3_o15_o20_f0_nbo,1.260422
DB5-hypotheticalMOF_5058007_0_0_1_29_8_0_repeat,0.989619
DB0-m3_o43_o158_f0_fsc,1.05948
DB1-Cu2O8-ADC_A-BDC_A_No749_repeat,1.143458
DB0-m3_o11_o13_f0_pcu,1.067772
DB0-m29_o95_o111_f0_pts,1.474274
DB0-m2_o7_o21_f0_pcu,0.896283
DB12-FUBDEM_freeONLY_repeat,0.856332
DB13-lvt-Syn039560_repeat,0.956138
DB0-m2_o8_o16_f0_pcu,0.9106
DB1-Zn2O8N2-ADC_A-DPAC_A_No1739_repeat,0.951291
DB0-m3_o14_o20_f0_nbo,1.307577
DB5-hypotheticalMOF_5003174_1_0_0_18_7_4_repeat,1.30268
DB6-cuf_7872_repeat,1.008125
DB0-m29_o80_o102_f0_pts,1.48406
DB0-m3_o2_o14_f0_nbo,1.323543
DB1-Zn2O8-irmof16_A-pcn6_B_No340_repeat,1.30008
DB5-hypotheticalMOF_5073329_0_0_2_19_8_10_repeat,0.758352
DB0-m3_o1500_o13_f0_fsc,0.995949
DB0-m3_o152_o155_f0_fsc,1.034909
DB0-m3_o440_o156_f0_fsc,1.030197
DB0-m2_o3_o22_f0_nbo,1.001466
DB12-jacs,1.392104
DB0-m9_o3_o28_f0_sra,1.482361
DB0-m29_o90_o108_f0_pts,1.487745
DB1-Zn2O8-irmof14_A-pcn6_B_No77_repeat,1.30008
DB12-DEJCEB_clean_repeat,1.105279
DB0-m3_o4_o24_f0_nbo,1.298059
DB0-m2_o2_o22_f0_nbo,0.994598
DB15-bsn_N123_E202_opt_repeat,1.913373
DB0-m3_o13_o24_f0_pcu,1.061012
DB0-m3_o1480_o155_f0_fsc,1.10817
DB0-m3_o114_o13_f0_fsc,1.022382
DB0-m9_o11_o22_f0_sra,1.577029
DB0-m3_o16_o23_f0_pcu,1.070907
DB15-pcu_N108_E165_opt_repeat,1.059808
DB13-hxg-Syn036468_repeat,1.472506
DB0-m29_o84_o92_f0_pts,1.475391
DB0-m3_o2_o24_f0_nbo,1.322249
